case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,contact_addr1_normalized,zip_str,6a. street #,6b. street name,6c. street suffix,6d. unit #,6e. zip,7. undergraduate (u) or graduate (g),8. full-time (ft) or part-time (pt),9. at-home or not-at-home,9. 5 or more undergrads/unit (y/n),university,year,full_address
V829566,1013,2025-04-22 10:51:43,Open,105.1,,Failure to Obtain Permit,30A,30,Cleveland,ST,Hyde Park,MA,02136,18,30 Cleveland St,,Hyde Park,MA,02136,163488.0,42.25476189382426,-71.13029032553385,"(42.25476189382426, -71.13029032553385)",30 Cleveland St,02136,30,Cleveland,St,,2136,U,FT,N,,University of Massachusetts Boston,2020-2021,30 Cleveland St
V829566,1013,2025-04-22 10:51:43,Open,105.1,,Failure to Obtain Permit,30A,30,Cleveland,ST,Hyde Park,MA,02136,18,30 Cleveland St,,Hyde Park,MA,02136,163488.0,42.25476189382426,-71.13029032553385,"(42.25476189382426, -71.13029032553385)",30 Cleveland St,02136,30,Cleveland,St,,2136,U,FT,At-home,,University of Massachusetts-Boston,2022-2023,30 Cleveland St
V829566,1013,2025-04-22 10:51:43,Open,105.1,,Failure to Obtain Permit,30A,30,Cleveland,ST,Hyde Park,MA,02136,18,30 Cleveland St,,Hyde Park,MA,02136,163488.0,42.25476189382426,-71.13029032553385,"(42.25476189382426, -71.13029032553385)",30 Cleveland St,02136,30,Cleveland,St,,2136,U,FT,At Home,,University of Massachusetts-Boston,2023-2024,30 Cleveland St
V825922,1013,2025-04-02 08:42:50,Open,102.8,,Maintenance,124,,Academy Hill,RD,Brighton,MA,02135,22,124 Academy Hill Rd,,Brighton,MA,02135,218.0,42.34504964896772,-71.15502069395845,"(42.345049648967716, -71.15502069395845)",124 Academy Hill Rd,02135,124,Academy Hill,Rd,,02135,G,FT,,,Berkeley and Boston Conservatory,2018-2019,124 Academy Hill Rd
V822810,1013,2025-03-27 09:51:32,Open,1001.3.2,,Testing & Certification,9,,Ruggles,ST,Roxbury,MA,02119,09,58 GAINSBOROUGH ST,,BOSTON,MA,02115,169345.0,42.33143903317276,-71.08306755096795,"(42.33143903317276, -71.08306755096795)",58 Gainsborough St,02115,58,Gainsborough,St,,2115,U,FT,,,Berklee College of Music and Boston Conservatory,2019-2020,58 Gainsborough St
V824070,1013,2025-03-24 14:45:16,Closed,105.1,,Failure to Obtain Permit,23,,Grassmere,RD,Hyde Park,MA,02136,18,23 GRASSMERE RD,,HYDE PARK,MA,02136,66017.0,42.26866962746323,-71.12939080775053,"(42.26866962746323, -71.12939080775053)",23 Grassmere Rd,02136,23,Grassmere,Rd,,2136,U,FT,,N,University of Massachusetts-Boston,2018-2019,23 Grassmere Rd
V824070,1013,2025-03-24 14:45:16,Closed,105.1,,Failure to Obtain Permit,23,,Grassmere,RD,Hyde Park,MA,02136,18,23 GRASSMERE RD,,HYDE PARK,MA,02136,66017.0,42.26866962746323,-71.12939080775053,"(42.26866962746323, -71.12939080775053)",23 Grassmere Rd,02136,23,Grassmere,Rd,,2136,U,FT,N,,University of Massachusetts Boston,2020-2021,23 Grassmere Rd
V824070,1013,2025-03-24 14:45:16,Closed,105.1,,Failure to Obtain Permit,23,,Grassmere,RD,Hyde Park,MA,02136,18,23 GRASSMERE RD,,HYDE PARK,MA,02136,66017.0,42.26866962746323,-71.12939080775053,"(42.26866962746323, -71.12939080775053)",23 Grassmere Rd,02136,23,Grassmere,Rd,,2136,U,FT,At-home,,University of Massachusetts-Boston,2022-2023,23 Grassmere Rd
V823727,1013,2025-03-21 11:06:09,Open,105.1,,Failure to Obtain Permit,324,,Dorchester,ST,South Boston,MA,02127,07,324 Dorchester St,,South Boston,MA,02127,48986.0,42.33101951557269,-71.0536104967779,"(42.33101951557269, -71.0536104967779)",324 Dorchester St,02127,324,Dorchester,St,1,2127,G,FT,N,,Boston University,2021-2022,324 Dorchester St
V820042,1013,2025-03-19 11:26:34,Open,1001.3.2,,Testing & Certification,768,772,Tremont,ST,Roxbury,MA,02118,09,1313 Washington Street,Suite 115,Boston,MA,02118,137981.0,42.33941725925933,-71.07970527104894,"(42.33941725925933, -71.07970527104894)",1313 Washington Street,02118,1313,Washington,Street,Apt. 603,2118,G,FP,,,Boston University,2022-2023,1313 Washington Street
V820042,1013,2025-03-19 11:26:34,Open,1001.3.2,,Testing & Certification,768,772,Tremont,ST,Roxbury,MA,02118,09,1313 Washington Street,Suite 115,Boston,MA,02118,137981.0,42.33941725925933,-71.07970527104894,"(42.33941725925933, -71.07970527104894)",1313 Washington Street,02118,1313,Washington,Street,425,2118,G,FT,N,,Harvard University,2017-2018,1313 Washington Street
V820042,1013,2025-03-19 11:26:34,Open,1001.3.2,,Testing & Certification,768,772,Tremont,ST,Roxbury,MA,02118,09,1313 Washington Street,Suite 115,Boston,MA,02118,137981.0,42.33941725925933,-71.07970527104894,"(42.33941725925933, -71.07970527104894)",1313 Washington Street,02118,1313,Washington,Street,,2118,U,PT,N,,MGH Institute of Health Professions,2017-2018,1313 Washington Street
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,1,2128,G,FT,,,Tufts University,2018-2019,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,2,2128,G,FT,,,Tufts University,2018-2019,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,2,2128,G,FT,,N,Suffolk University,2018-2019,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,3,2128,G,FT,,N,Suffolk University,2018-2019,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,1,2128,G,FT,,N,Tufts University,2019-2020,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,2,2128,G,FT,,N,Tufts University,2019-2020,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,3,2128,G,FT,,N,Tufts University,2019-2020,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,1,2128,G,FT,,N,Suffolk University,2019-2020,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,1,2128,G,FT,N,,Suffolk University,2020-2021,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2020-2021,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,2,2128,G,FT,N,,Tufts University,2020-2021,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,3,2128,G,FT,N,,Tufts University,2020-2021,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,2,2128,G,FT,N,,Tufts University,2021-2022,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,3,2128,G,FT,N,,Tufts University,2021-2022,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2021-2022,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,FLOOR 1,2128,G,FT,N,,Tufts University,2021-2022,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,Apt 1,2128,G,FT,Not-at-Hhome,,Suffolk University,2022-2023,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,Apt 2,2128,G,PT,Not-at-Hhome,,Suffolk University,2022-2023,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,2,2128,G,FT,Not-at-Home,,Tufts University,2022-2023,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,3,2128,G,FT,Not-at-Home,,Tufts University,2022-2023,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,FLOOR 1,2128,G,FT,Not-at-Home,,Tufts University,2022-2023,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,Apt 1,2128,G,FT,Not-at-Home,,Suffolk University,2023-2024,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,Apt 2,2128,G,FT,Not-at-Home,,Suffolk University,2023-2024,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,MAVERICK,ST,3,2128,G,FT,Not-at-Home,,Tufts University,2023-2024,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,Apt 3,2128,U,FT,N,,Suffolk University,2016-2017,186 Maverick St
V817746,1013,2025-03-13 13:30:38,Open,105.1,,Failure to Obtain Permit,101,,Orleans,ST,East Boston,MA,02128,01,186 Maverick St,,East Boston,MA,02128,105876.0,42.36941949145651,-71.03662037392571,"(42.36941949145651, -71.03662037392571)",186 Maverick St,02128,186,Maverick,St,1,2128,G,FT,,,Tufts University-SMFA,2017-2018,186 Maverick St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,,2120,U,FT,,N,Massachusettes College of Art and Design,2019-2020,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,1,2120,U,FT,Private,N,Northeastern University,2020-2021,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,3F,2120,G,FT,N,,Harvard University,2021-2022,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,3F,2120,G,FT,Not-at-Home,,Harvard University,2022-2023,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,3R,2120,U,FT,Not-at-Home,,Berklee College of Music-Boston Conservatory,2023-2024,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,Tremont,St,Apt 2R,2120,Undergraduate,Full Time,Not at At home,,Northeastern University,2023-2024,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,TREMONT,ST,APT 3R,2120,U,FT,,,Northeastern University,2016-2017,1451 Tremont St
V822392,1013,2025-03-13 08:32:49,Closed,105.1,,Failure to Obtain Permit,147,,Boston,ST,Dorchester,MA,02125,07,1451 Tremont St,,Boston,MA,02120,17098.0,42.32469952451592,-71.059700525813,"(42.32469952451592, -71.059700525813)",1451 Tremont St,02120,1451,TREMONT,ST,,2120,U,FT,,,Northeastern University,2017-2018,1451 Tremont St
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,Ave,3,2118,G,FT,,,Tufts University,2018-2019,302 Shawmut Ave
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,Ave,3,2118,G,FT,,N,Tufts University,2019-2020,302 Shawmut Ave
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,AVE,3,2118,G,FT,N,,Boston University,2016-2017,302 Shawmut Ave
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,Ave,2,2118,G,FT,N,,Harvard University,2016-2017,302 Shawmut Ave
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,AVE,3,2118,G,FT,0,,Boston University Updated Report 30Nov2017,2017-2018,302 Shawmut Ave
V799390,1013,2025-03-11 09:42:02,Open,Art. 17 Section 2.04 (3) ,,Permits,497,505,Washington,ST,Dorchester,MA,02124,17,302 SHAWMUT AVE,,BOSTON,MA,02118,146095.0,42.29425954402293,-71.07215062138965,"(42.29425954402293, -71.07215062138965)",302 Shawmut Ave,02118,302,Shawmut,AVE,3,2118,G,FT,N,,Boston University,2017-2018,302 Shawmut Ave
V795844,1013,2025-03-11 09:11:10,Open,116,,Unsafe Structures,44,,Harmon,ST,Mattapan,MA,02126,18,44 HARMON ST,,MATTAPAN,MA,02126,69562.0,42.26889958927536,-71.10256074596585,"(42.26889958927536, -71.10256074596585)",44 Harmon St,02126,44,Harmon,St,SF,2126,U,FT,N,,Simmons University,2020-2021,44 Harmon St
V813135,1013,2025-03-11 09:00:31,Open,105.1,,Failure to Obtain Permit,8,,Charles,ST,Hyde Park,MA,02136,18,1830 Hyde Park Ave,,Boston,MA,02136,29278.0,42.25128963423366,-71.13160085090387,"(42.25128963423366, -71.13160085090387)",1830 Hyde Park Ave,02136,1830,Hyde Park,Ave,"1, Room 2",2136,U,FT,,,Berklee College of Music and Boston Conservatory,2019-2020,1830 Hyde Park Ave
V813135,1013,2025-03-11 09:00:31,Open,105.1,,Failure to Obtain Permit,8,,Charles,ST,Hyde Park,MA,02136,18,1830 Hyde Park Ave,,Boston,MA,02136,29278.0,42.25128963423366,-71.13160085090387,"(42.25128963423366, -71.13160085090387)",1830 Hyde Park Ave,02136,1830,Hyde Park,Ave,SF,2136,G,FT,N,,New England College of Optometry,2016-2017,1830 Hyde Park Ave
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Unit 424,2134,G,FT,,N,Massachusetts Institute of Technology,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,1D,2134,U,FT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,221,2134,G,FT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,423,2134,U,FT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,616,2134,G,PT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,704,2134,G,FT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,705,2134,U,FT,,N,Suffolk University,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,101,2134,U,FT,,N,Suffolk University,2019-2020,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,407,2134,G,PT,,N,Suffolk University,2019-2020,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Apt 428,2134,Grad,Part Time,,N,Boston College,2019-2020,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Apt. 209,2134,Grad,Full Time,,N,Boston College,2019-2020,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Unit 914,2134,Grad,Full Time,,N,Boston College,2019-2020,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,220,2134,Grad,Full Time,,N,Boston College,2018-2019,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,UL02,2134,G,FT,N,,MCPHS University,2020-2021,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,,2134,G,FT,Private,N,Northeastern University,2020-2021,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,407,2134,G,FT,N,,Suffolk University,2020-2021,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,421,2134,U,PT,N,,Suffolk University,2020-2021,15 N Beacon St
