case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,contact_addr1_normalized,zip_str,6a. street #,6b. street name,6c. street suffix,6d. unit #,6e. zip,7. undergraduate (u) or graduate (g),8. full-time (ft) or part-time (pt),9. at-home or not-at-home,9. 5 or more undergrads/unit (y/n),university,year,full_address
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,U,FT,,N,Suffolk University,2019-2020,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2020-2021,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,,2128,G,FT,N,,Tufts University,2020-2021,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,N,,Suffolk University,2021-2022,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,,2128,G,FT,N,,Tufts University,2021-2022,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2021-2022,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,At-Home,,Suffolk University,2022-2023,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,At-Home,,Suffolk University,2023-2024,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,U,FT,Not-at-Home,,Suffolk University,2023-2024,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,PT,At-Home,,Suffolk University,2023-2024,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,1,2128,G,FT,,,Tufts University-SMFA,2017-2018,188 Maverick St
V64936,1013,2010-05-03 11:08:17,Closed,113.3,,Failed to comply w PRMT terms,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,,,Tufts University-SMFA,2017-2018,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,2,2128,G,FT,,,Tufts University,2018-2019,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,,,Tufts University,2018-2019,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,PT,,N,Suffolk University,2018-2019,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,1,2128,G,FT,,N,Tufts University,2019-2020,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,2,2128,G,FT,,N,Tufts University,2019-2020,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,,N,Tufts University,2019-2020,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,U,FT,,N,Suffolk University,2019-2020,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2020-2021,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,,2128,G,FT,N,,Tufts University,2020-2021,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,N,,Suffolk University,2021-2022,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,,2128,G,FT,N,,Tufts University,2021-2022,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,MAVERICK,ST,1,2128,G,FT,N,,Tufts University,2021-2022,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,At-Home,,Suffolk University,2022-2023,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,At-Home,,Suffolk University,2023-2024,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,U,FT,Not-at-Home,,Suffolk University,2023-2024,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,PT,At-Home,,Suffolk University,2023-2024,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,1,2128,G,FT,,,Tufts University-SMFA,2017-2018,188 Maverick St
V64916,1013,2010-05-03 10:48:43,Closed,110.1,,Inspections,188,,Maverick,ST,East Boston,MA,02128,01,188 Maverick St,,East Boston,MA,02128,92977.0,42.369309491643214,-71.03669037364854,"(42.369309491643214, -71.03669037364854)",188 Maverick St,02128,188,Maverick,St,,2128,G,FT,,,Tufts University-SMFA,2017-2018,188 Maverick St
V64821,1013,2010-04-30 11:57:36,Closed,121.1,,Unsafe and Dangerous,35,,Adamson,ST,Allston,MA,02134,22,33 Adamson Street,,Allston,MA,02134,1051.0,42.35820962027179,-71.13558061992643,"(42.35820962027179, -71.13558061992643)",33 Adamson Street,02134,33,Adamson,Street,3,2134,Graduate,PT,Not At Home,,Boston University,2023-2024,33 Adamson Street
V64820,1013,2010-04-30 11:45:14,Closed,121.1,,Unsafe and Dangerous,33,,Adamson,ST,Allston,MA,02134,22,33 Adamson Street,,Allston,MA,02134,1050.0,42.35820962032933,-71.13568062001163,"(42.35820962032933, -71.13568062001163)",33 Adamson Street,02134,33,Adamson,Street,3,2134,Graduate,PT,Not At Home,,Boston University,2023-2024,33 Adamson Street
V64685,1013,2010-04-29 12:45:39,Closed,115.6,,Right of Entry,428,,Meridian,ST,East Boston,MA,02128,01,428 MERIDIAN ST,,EAST BOSTON,MA,02128,94590.0,42.38125949447152,-71.03955035456597,"(42.381259494471514, -71.03955035456597)",428 Meridian St,02128,428,Meridian,St,,2128,U,PT,,N,University of Massachusetts-Boston,2018-2019,428 Meridian St
V64685,1013,2010-04-29 12:45:39,Closed,115.6,,Right of Entry,428,,Meridian,ST,East Boston,MA,02128,01,428 MERIDIAN ST,,EAST BOSTON,MA,02128,94590.0,42.38125949447152,-71.03955035456597,"(42.381259494471514, -71.03955035456597)",428 Meridian St,02128,428,Meridian,St,,2128,U,FT,N,,University of Massachusetts Boston,2020-2021,428 Meridian St
V64685,1013,2010-04-29 12:45:39,Closed,115.6,,Right of Entry,428,,Meridian,ST,East Boston,MA,02128,01,428 MERIDIAN ST,,EAST BOSTON,MA,02128,94590.0,42.38125949447152,-71.03955035456597,"(42.381259494471514, -71.03955035456597)",428 Meridian St,02128,428,Meridian,St,1,2128,U,FT,At-home,,University of Massachusetts-Boston,2022-2023,428 Meridian St
V64685,1013,2010-04-29 12:45:39,Closed,115.6,,Right of Entry,428,,Meridian,ST,East Boston,MA,02128,01,428 MERIDIAN ST,,EAST BOSTON,MA,02128,94590.0,42.38125949447152,-71.03955035456597,"(42.381259494471514, -71.03955035456597)",428 Meridian St,02128,428,Meridian,St,1,2128,U,FT,At Home,,University of Massachusetts-Boston,2023-2024,428 Meridian St
V64418,1013,2010-04-28 11:59:18,Closed,121.1,,Unsafe and Dangerous,8,,Bard,AV,Roxbury,MA,02119,08,8 Bard Ave,,Roxbury,MA,02119,153902.0,42.32811955117981,-71.07985056237756,"(42.32811955117981, -71.07985056237756)",8 Bard Ave,02119,8,Bard,Ave,1,2119,G,FT,,N,Boston University,2019-2020,8 Bard Ave
V64418,1013,2010-04-28 11:59:18,Closed,121.1,,Unsafe and Dangerous,8,,Bard,AV,Roxbury,MA,02119,08,8 Bard Ave,,Roxbury,MA,02119,153902.0,42.32811955117981,-71.07985056237756,"(42.32811955117981, -71.07985056237756)",8 Bard Ave,02119,8,Bard,Ave,2,2119,G,FT,N,,Boston University,2021-2022,8 Bard Ave
V64418,1013,2010-04-28 11:59:18,Closed,121.1,,Unsafe and Dangerous,8,,Bard,AV,Roxbury,MA,02119,08,8 Bard Ave,,Roxbury,MA,02119,153902.0,42.32811955117981,-71.07985056237756,"(42.32811955117981, -71.07985056237756)",8 Bard Ave,02119,8,Bard,Ave,Apt. 2,2119,G,FP,,,Boston University,2022-2023,8 Bard Ave
V64418,1013,2010-04-28 11:59:18,Closed,121.1,,Unsafe and Dangerous,8,,Bard,AV,Roxbury,MA,02119,08,8 Bard Ave,,Roxbury,MA,02119,153902.0,42.32811955117981,-71.07985056237756,"(42.32811955117981, -71.07985056237756)",8 Bard Ave,02119,8,Bard,AVE,,2119,U,PT,N,,Boston University,2016-2017,8 Bard Ave
V64418,1013,2010-04-28 11:59:18,Closed,121.1,,Unsafe and Dangerous,8,,Bard,AV,Roxbury,MA,02119,08,8 Bard Ave,,Roxbury,MA,02119,153902.0,42.32811955117981,-71.07985056237756,"(42.32811955117981, -71.07985056237756)",8 Bard Ave,02119,8,BARD,AVE,APT 2,2119,G,FT,,,Northeastern University,2016-2017,8 Bard Ave
V64417,1013,2010-04-28 11:13:46,Closed,5110.1,,Failure to secure permit,298,,Lexington,ST,East Boston,MA,02128,01,298 LEXINGTON ST,,EAST BOSTON,MA,02128,85677.0,42.3810394811711,-71.02897033048694,"(42.3810394811711, -71.02897033048694)",298 Lexington St,02128,298,Lexington,St,,2128,U,FT,,N,University of Massachusetts-Boston,2018-2019,298 Lexington St
V63880,1013,2010-04-23 14:59:49,Closed,Chapter 103.1,,Unsafe Maintenance,1070,1080,Hyde Park,AV,Hyde Park,MA,02136,18,1074 Hyde Park Ave,,Hyde Park,MA,02136,77024.0,42.26254961768416,-71.12141680232381,"(42.26254961768416, -71.12141680232381)",1074 Hyde Park Ave,02136,1074,Hyde Park,Ave,,2136,U,FT,Not at home,,University of Massachusetts-Boston,2023-2024,1074 Hyde Park Ave
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,,2134,G,FT,,N,Boston University,2018-2019,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,2,2134,G,FT,,N,Boston University,2018-2019,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,1,2134,G,FT,,N,Boston University,2018-2019,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,65292,2134,G,FT,,N,Boston University,2018-2019,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,3,2134,G,FT,,N,Boston University,2019-2020,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,1,2134,G,PT,,N,Boston University,2019-2020,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,2,2134,G,FT,,N,Boston University,2019-2020,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,3,2134,G,FT,,N,Boston University,2019-2020,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,,2134,G,FT,,N,Boston University,2019-2020,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,1,2134,U,FT,N,,Boston University,2020-2021,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,3,2134,G,FT,N,,Boston University,2020-2021,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,st,2,2134,G,FT,Private,N,Northeastern University,2020-2021,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,1,2134,U,FT,N,,Boston University,2021-2022,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,2,2134,G,FT,N,,Boston University,2021-2022,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,linden,St,,2134,G,FT,N,,Boston University,2021-2022,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,,2134,G,FT,N,,Boston University,2021-2022,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,# 3,2134,U,FT,N,,Massachusetts Institute of Technology,2021-2022,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,3,2134,G,FT,,,Berklee College of Music-Boston Conservatory,2022-2023,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,Unit 3,2134,U,FT,,,Massachusetts Institute of Technology,2022-2023,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,St,3,2134,G,FT,Not-at-Home,,Berklee College of Music-Boston Conservatory,2023-2024,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,,2134,G,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,1,2134,U,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,linden,ST,1,2134,U,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,linden,ST,3,2134,U,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,3,2134,G,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,1,2134,G,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,2,2134,G,FT,N,,Boston University,2016-2017,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,,2134,G,FT,0,,Boston University Updated Report 30Nov2017,2017-2018,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,3,2134,G,FT,0,,Boston University Updated Report 30Nov2017,2017-2018,59 Linden St
V63236,1013,2010-04-16 15:47:52,Closed,110.1,,Inspections,35,,Waverly,ST,Brighton,MA,02135,22,59 LINDEN ST,"C/O ANWAR FAISAL, STE B1",ALLSTON,MA,02134,146503.0,42.360579630813255,-71.14352063250183,"(42.360579630813255, -71.14352063250183)",59 Linden St,02134,59,Linden,ST,2,2134,G,FT,0,,Boston University Updated Report 30Nov2017,2017-2018,59 Linden St
