simple_address_key,student_count,violation_count
19 FIRTH 02131,1,1
19 GARRISON 02116,5,1
19 GRANT 02125,1,1
19 GREENWICH 02120,7,1
19 HALLAM 02125,1,1
19 HECLA 02122,1,1
19 MACKIN 02135,3,1
19 PEVERELL 02125,2,3
19 RILL 02125,3,1
19 ROSECLAIR 02125,2,1
19 ROYAL 02134,8,2
19 SOUTH 02135,10,1
19 SWAN 02128,1,3
19 TAFT 02125,1,1
19 THORNLEY 02125,5,1
19 TILESTON 02113,3,4
19 TOPLIFF 02122,1,1
19 WARNER 02124,1,1
19 WESTCOTT 02124,2,2
190 ALLEGHANY 02120,3,1
190 BOSTON 02125,3,3
191 EVERETT 02128,20,2
191 MARLBOROUGH 02116,9,1
191 PARK 02215,8,1
191 PORTER 02128,15,1
192 KELTON 02134,37,1
192 ORANGE 02131,1,2
1924 HYDE PARK 02136,1,1
193 BEACON 02116,3,1
193 MARION 02128,2,1
194 HAVRE 02128,6,1
194 LONDON 02128,4,4
195 ASHMONT 02124,4,1
195 BEACON 02116,1,5
195 PARK 02215,6,1
1960 COMMONWEALTH 02135,2,1
197 BEACON 02116,2,1
197 CAMBRIDGE 02134,2,1
197 N 02127,2,1
198 ARBORWAY 02130,1,1
198 HIGHLAND 02119,1,1
198 SAINT BOTOLPH 02115,8,1
199 TRENTON 02128,1,5
1999 COMMONWEALTH 02135,79,1
2 BOULEVARD 02134,1,2
2 BRAEMORE 02135,2,6
2 BRIGHAM 02128,2,3
2 CHESTNUT 02135,1,1
2 COLORADO 02126,1,1
2 CONCORD 02118,1,1
2 DEXTER 02129,2,1
2 ELTON 02125,3,1
2 FIDELIS 02135,2,1
2 FOREST 02119,1,1
2 FRENCH 02120,1,1
2 GOODWIN 02114,1,1
2 GUILD 02119,1,1
2 HANCOCK 02125,1,1
2 JOHNNY 02111,5,3
2 JOY 02108,5,1
2 LINDEN 02127,1,1
2 MAPLE 02121,1,1
2 MARK 02130,10,2
2 MEAD 02134,6,1
2 MENLO 02135,3,1
2 METROPOLITAN 02131,2,2
2 OTIS 02108,3,2
2 PEARL 02129,7,1
2 PERKINS 02130,2,1
2 PRESIDENT 02134,18,1
2 ROCK 02124,2,1
2 ROSSMORE 02130,1,2
2 SINCLAIR 02134,4,1
2 SNELLING 02113,2,3
2 STILLMAN 02113,2,4
2 STONEHURST 02122,2,1
2 SWIFT 02128,4,4
2 SYMPHONY 02115,10,1
2 TARLETON 02132,1,1
2 THACHER 02113,3,1
2 TREMONT 02135,1,3
2 UNION 02118,1,1
2 UNION PARK 02118,5,1
2 WESTMORELAND 02124,1,1
2 WYMAN 02130,14,1
20 ALCOTT 02134,4,1
20 ASHFORD 02134,30,3
20 BEACON 02108,1,2
20 CLARE 02131,1,1
20 CORONA 02124,1,1
20 DACIA 02125,2,1
20 FERNBORO 02121,8,3
20 FERRIN 02129,2,1
20 FRANKFORT 02128,4,3
20 GOULD 02132,1,2
20 GRIMES 02127,1,1
20 HANOVER 02109,7,2
20 HAYNES 02128,2,2
20 HIGHGATE 02134,28,2
20 IMRIE 02134,6,3
20 MANSFIELD 02134,1,1
20 MIAMI 02132,1,6
20 MOUNT VERNON 02108,7,4
20 NORWOOD 02122,1,3
20 PARMENTER 02113,4,1
20 PLAIN 02122,2,1
20 PRINCE 02113,2,1
20 SAXTON 02125,2,1
20 SOUTH 02135,22,1
20 SUNSET 02120,8,2
20 SYMMES 02131,3,1
20 UNION 02130,4,1
20 WINTHROP 02119,24,6
200 CLARENDON 02116,2,1
200 HANCOCK 02125,20,2
200 LONDON 02128,11,1
200 NORTHAMPTON 02118,8,4
200 STATE 02109,1,1
201 COTTAGE 02125,3,5
201 HARVARD 02134,17,1
201 MARION 02128,1,1
202 BREMEN 02128,1,1
202 NORTHAMPTON 02118,13,2
202 PARIS 02128,2,2
2025 COMMONWEALTH 02135,11,3
203 BIGELOW 02135,1,1
203 HILLSIDE 02120,16,1
2035 COMMONWEALTH 02135,20,1
204 NORTHAMPTON 02118,14,3
204 NORWELL 02124,2,1
205 BOYLSTON 02130,4,1
205 LEXINGTON 02128,13,3
206 CHESTNUT HILL 02135,9,1
206 FAIRMOUNT 02136,1,1
206 NORTHAMPTON 02118,10,1
206 PARIS 02128,5,1
207 HILLSIDE 02120,15,1
208 MAVERICK 02128,7,1
208 NORTHAMPTON 02118,6,1
208 WESTVILLE 02122,2,1
209 BLUE HILL 02119,1,3
209 BUNKER HILL 02129,1,1
209 ENDICOTT 02113,3,1
21 ALASKA 02119,6,1
21 ALPINE 02119,11,1
21 BEACON 02108,88,1
21 BOURNESIDE 02124,2,1
21 BULLARD 02121,1,1
21 CHESTER 02134,126,1
21 CONCORD 02118,1,1
21 COOPER 02113,3,1
21 CORTES 02116,13,2
21 EDINBORO 02111,15,1
21 GIBSON 02122,2,1
21 GRIGGS 02134,1,2
21 HIGHLAND PARK 02119,8,2
21 IMRIE 02134,1,1
21 IRVING 02114,2,4
21 JUNIPER 02119,1,1
21 MARSHFIELD 02119,1,1
21 MARYLAND 02125,3,1
21 MAYHEW 02125,2,1
21 MONTROSE 02119,2,1
21 MONUMENT 02129,1,2
21 TEMPLE 02111,11,4
21 TEMPLE 02114,1,1
21 VALLAR 02128,1,1
21 WABON 02121,1,6
21 WARWICK 02120,10,3
21 WEITZ 02134,1,1
21 WILDWOOD 02124,2,1
210 ENDICOTT 02113,1,1
211 HARVARD 02134,47,1
211 HAVRE 02128,3,1
211 SALEM 02113,3,1
212 STUART 02116,28,1
214 NORTHAMPTON 02118,1,1
214 SARATOGA 02128,1,2
214 WESTVILLE 02122,1,1
215 M 02127,3,1
215 SARATOGA 02128,19,2
216 BEACON 02116,1,1
216 NORTHAMPTON 02118,2,1
217 NEWBURY 02116,2,1
217 NORFOLK 02124,1,1
218 HAVRE 02128,6,1
219 HARVARD 02134,7,2
219 MAVERICK 02128,11,4
219 WESTERN 02134,473,1
2193 COMMONWEALTH 02135,3,1
22 BRANCHFIELD 02124,1,3
22 BYNNER 02130,4,1
22 CHISWICK 02135,13,1
22 EMBASSY 02135,6,1
22 EVERETT 02134,6,1
22 FISHER 02120,29,8
22 FLORIAN 02131,1,1
22 HANCOCK 02114,2,5
22 HAYDEN 02120,3,1
22 IRVING 02114,6,1
22 LEYDEN 02128,1,1
22 MARYLAND 02125,5,1
22 MELLEN 02124,3,4
22 MYRTLE 02114,2,1
22 PARK 02129,1,1
22 RADNOR 02135,15,1
22 TAFT 02125,2,1
22 WABON 02121,2,1
22 WADSWORTH 02134,19,1
22 WOOLSON 02126,1,1
220 FAYWOOD 02128,1,2
220 MARLBOROUGH 02116,1,3
220 NEWBURY 02116,3,1
220 NORTHAMPTON 02118,1,1
220 PARIS 02128,2,1
221 CENTRE 02124,1,2
221 CHESTNUT 02130,7,1
221 LONGWOOD 02115,1,1
221 NEWBURY 02116,2,2
221 PARIS 02128,1,5
221 RESERVATION 02136,1,1
222 BEACON 02116,14,1
222 NORTHAMPTON 02118,1,1
222 PARIS 02128,1,1
223 HARRISON 02111,1,5
223 HAVRE 02128,1,2
223 LEXINGTON 02128,2,1
223 NEWBURY 02116,1,2
224 BROOKS 02128,2,1
224 NORTHAMPTON 02118,1,1
224 TREMONT 02116,6,5
225 CHELSEA 02128,4,1
225 LEXINGTON 02128,2,4
225 SOUTH 02130,11,1
226 LEXINGTON 02128,2,1
226 TREMONT 02116,3,2
228 LEXINGTON 02128,1,2
23 ATHOL 02134,5,1
23 BURR 02130,10,1
23 EAST 02122,4,1
23 FLEET 02113,13,1
23 HOWELL 02125,1,1
23 KIMBALL 02122,2,1
23 MARGARET 02113,2,1
23 MATHER 02124,5,1
23 MONASTERY 02135,7,1
23 PORTSMOUTH 02135,2,1
23 ROSELAND 02124,7,6
23 SYMPHONY 02115,44,2
23 UNITY 02113,4,1
23 UPTON 02118,1,6
23 VOGEL 02132,2,1
23 WARWICK 02120,6,2
23 WINSHIP 02135,1,1
23 WOODWARD 02127,1,1
230 PARK 02124,1,3
230 TREMONT 02116,5,1
231 PARK 02215,92,1
231 SAVIN HILL 02125,1,1
231 SHAWMUT 02118,2,3
232 CAMBRIDGE 02114,11,1
232 OLD COLONY 02127,2,2
232 TREMONT 02116,1,1
233 BEACON 02116,7,1
233 HUMBOLDT 02121,1,1
234 BEACON 02116,2,1
234 COMMONWEALTH 02116,33,1
235 CHESTNUT HILL 02135,3,2
235 HARVARD 02134,36,2
235 HUMBOLDT 02121,2,1
236 COMMERCIAL 02109,1,1
236 GOLD 02127,2,1
236 PRINCETON 02128,3,1
237 PRINCETON 02128,2,1
238 COLUMBIA 02121,2,1
238 MARLBOROUGH 02116,5,1
238 MAVERICK 02128,8,1
238 SILVER 02127,1,1
239 BOWDOIN 02122,2,2
239 FOSTER 02135,29,1
239 L 02127,2,1
24 AKRON 02119,4,1
24 ARMINGTON 02134,2,1
24 ASHFORD 02134,39,1
24 BATTERY 02109,4,1
24 COLBORNE 02135,10,1
24 DALRYMPLE 02130,4,1
24 DODGE 02136,1,1
24 DUNMORE 02119,1,1
24 FLEET 02113,1,1
24 FRANKFORT 02128,1,1
24 GERALD 02135,27,1
24 HAVILAND 02115,193,2
24 HIGHGATE 02134,11,4
24 HULL 02113,1,2
24 KIRKWOOD 02135,14,1
24 LAWN 02120,15,1
24 MARSH 02124,3,1
24 MARYLAND 02125,5,1
24 MILFORD 02118,1,1
24 MOULTRIE 02124,2,3
24 MOUNT VERNON 02108,9,4
24 MURDOCK 02135,5,1
24 ROWELL 02125,4,1
24 SEAVER 02121,9,4
24 SIDLAW 02135,13,1
24 STANTON 02124,3,2
24 STOCKWELL 02120,5,1
24 VINTON 02127,1,1
240 LEYDEN 02128,5,1
240 MOUNT VERNON 02125,3,1
240 PARK 02124,1,1
241 COLUMBIA 02121,1,1
242 NEWBURY 02116,3,1
242 PARIS 02128,10,3
242 PRINCETON 02128,1,1
243 NORTHAMPTON 02118,27,2
244 ALMONT 02126,1,1
244 HUMBOLDT 02121,1,1
244 LEXINGTON 02128,2,2
245 BEACON 02116,2,1
245 CHELSEA 02128,4,1
245 E 02127,3,1
245 SUMNER 02128,21,4
246 PARKER HILL 02120,10,6
246 SARATOGA 02128,1,1
246 SEAVER 02121,5,2
247 HARVARD 02124,1,1
247 MARION 02128,3,3
248 BOWDOIN 02122,1,5
249 CAMBRIDGE 02134,16,4
249 FOSTER 02135,46,1
249 NEWBURY 02116,1,2
25 ALPINE 02136,11,1
25 ASHFORD 02134,41,2
25 BRADLEE 02124,3,1
25 CHELSEA 02128,12,1
25 CHESTER 02134,82,2
25 CUSTER 02130,3,1
25 DARTMOUTH 02116,1,1
25 DIGHTON 02135,7,1
25 DORCHESTER 02127,2,1
25 DRAYTON 02125,2,1
25 ESTELLA 02126,2,1
25 EVERETT 02134,7,1
25 FALCON 02128,7,1
25 FOREST 02119,2,1
25 GLENHAM 02132,2,2
25 HILLSIDE 02120,1,1
25 HINCKLEY 02125,4,2
25 MELLEN 02124,2,1
25 MISSION PARK 02115,15,1
25 ORLANDO 02126,1,4
25 PINCKNEY 02114,1,2
25 QUEENSBERRY 02215,73,4
25 ROSECLAIR 02125,1,1
25 RUTHVEN 02121,1,2
25 TEMPLE 02114,1,2
25 WAINWRIGHT 02124,3,1
25 WHEATLAND 02124,5,3
25 WILLIAM T MORRISSEY 02125,109,1
25 WOODWARD 02119,1,1
25 WYOMING 02121,1,1
250 ASHMONT 02124,6,1
250 LEYDEN 02128,2,2
250 NEWBURY 02116,8,1
250 SPRING 02132,1,2
253 COMMONWEALTH 02116,1,1
254 COMMONWEALTH 02116,1,1
254 FRIEND 02114,35,1
254 MAVERICK 02128,2,1
255 NEWBURY 02116,3,2
256 BEACON 02116,5,1
256 MARGINAL 02128,2,1
256 PARKER HILL 02120,53,1
2565 WASHINGTON 02119,7,1
259 BEACON 02116,18,1
2597 WASHINGTON 02119,6,1
26 COOPER 02113,3,2
26 FRANKFORT 02128,1,1
26 GRANT 02125,10,1
26 GREYLOCK 02134,4,1
26 HOPEWELL 02136,1,2
26 MOUNT VERNON 02108,1,6
26 RADNOR 02135,2,1
26 RIDGEWOOD 02122,1,3
26 ROWELL 02125,1,1
26 ROYAL 02134,4,1
26 SCHOOL 02119,14,1
26 SCHUYLER 02121,2,5
26 WAVERLY 02135,9,1
26 WHITE 02128,2,2
26 WOODVILLE 02119,1,2
26 WORCESTER 02118,114,1
261 PRINCETON 02128,16,1
262 HAVRE 02128,2,1
262 NEWBURY 02116,1,1
264 FOSTER 02135,43,1
265 BEACON 02116,1,2
265 PRINCETON 02128,9,1
265 SILVER 02127,1,1
265 SUMNER 02128,7,1
266 PRINCETON 02128,2,6
269 PARIS 02128,1,1
27 ASHFORD 02134,37,3
27 BAKERSFIELD 02125,5,1
27 BOWDOIN 02114,16,1
27 DARTMOUTH 02116,5,1
27 DELLE 02120,8,1
27 DUDLEY 02119,12,2
27 GARDEN 02114,7,2
27 HAYDN 02131,1,1
27 HENDRY 02122,1,1
27 HEREFORD 02115,1,1
27 INGLESIDE 02125,3,1
27 LEROY 02122,3,1
27 LONG 02134,2,1
27 MARLBOROUGH 02116,1,2
27 MELROSE 02116,2,1
27 PINCKNEY 02114,3,1
27 ST STEPHEN 02115,2,1
27 TEMPLE 02114,8,4
27 WASHINGTON 02129,1,2
270 E 02127,2,1
270 HUNTINGTON 02115,40,2
270 PARKER HILL 02120,2,1
271 WEBSTER 02128,1,1
272 PRINCETON 02128,1,1
273 BOWDOIN 02122,1,1
273 WEBSTER 02128,3,3
274 BOWDOIN 02122,4,1
274 SEAVER 02121,4,2
2747 WASHINGTON 02119,18,1
275 TREMONT 02116,2,1
276 HANOVER 02113,2,2
276 SPRING 02132,2,1
277 BEACON 02116,3,1
277 BORDER 02128,1,2
277 MARLBOROUGH 02116,9,1
279 MARLBOROUGH 02116,2,1
28 ASHFORD 02134,3,2
28 CHELSEA 02128,13,3
28 COMMONWEALTH 02116,1,3
28 COOPER 02113,5,1
28 COPELAND 02119,4,1
28 DECATUR 02128,2,1
28 FLETCHER 02131,2,1
28 GERALD 02135,31,1
28 HARRISON 02111,7,3
28 HARVARD 02121,2,1
28 HILLIS 02136,3,4
28 LINDEN 02134,13,2
28 MORRILL 02125,5,2
28 MORRIS 02128,1,1
28 OLD MORTON 02126,1,1
28 PORTER 02128,6,1
28 QUINT 02134,48,3
28 RIPLEY 02121,1,1
28 ZAMORA 02130,1,1
280 CHELSEA 02128,1,1
280 FOSTER 02135,26,2
281 CHELSEA 02128,1,1
282 FOSTER 02135,36,1
282 WALNUT 02119,2,2
284 LEXINGTON 02128,1,1
284 MARLBOROUGH 02116,7,1
285 FOREST HILLS 02130,1,1
2855 WASHINGTON 02119,4,1
286 CHELSEA 02128,5,1
286 COMMONWEALTH 02115,2,2
287 HANOVER 02113,2,1
288 PRINCETON 02128,1,1
29 ADAMS 02122,2,1
29 BEECH GLEN 02119,4,1
29 COMMONWEALTH 02116,2,1
29 ESSEX 02129,1,2
29 FAYSTON 02121,1,3
29 FLORIDA 02124,2,3
29 GIBSON 02122,3,1
29 HUMPHREYS 02125,2,1
29 JENKINS 02127,2,1
29 LAMBERT 02119,43,3
29 MOUNT VERNON 02135,6,1
29 OAKLEY 02124,1,4
29 SPAULDING 02122,1,1
29 SPEEDWELL 02122,1,2
29 TEMPLE 02111,22,1
29 WORTHINGTON 02120,2,1
291 E 02127,2,1
293 MERIDIAN 02128,2,1
294 SHAWMUT 02118,1,2
295 FOSTER 02135,35,1
295 HAVRE 02128,1,3
296 BEACON 02116,4,2
296 CENTRE 02130,2,5
296 NEPONSET 02122,3,1
296 SUMMIT 02135,1,1
297 KITTREDGE 02131,5,1
2975 WASHINGTON 02119,19,1
298 LEXINGTON 02128,1,1
298 MERIDIAN 02128,1,1
299 LEXINGTON 02128,2,1
299 NEWBURY 02115,7,1
299 NORFOLK 02125,1,1
299 SAVIN HILL 02125,5,2
2993 WASHINGTON 02119,3,2
2997 WASHINGTON 02119,3,4
3 BALDWIN 02113,3,1
3 BELGRAVIA 02113,2,1
3 COLEBROOK 02127,4,1
3 COMMERCIAL 02109,2,4
3 EDWIN 02124,3,5
3 FOLSOM 02120,11,2
3 FOSTER 02109,1,1
3 GOODWIN 02114,4,1
3 HOLMFIELD 02136,1,1
3 HOWES 02125,3,1
3 LINDEN 02134,5,2
3 MARION 02128,1,1
3 MCCORMICK 02128,1,2
3 MURRAY 02128,1,1
3 NIRA 02130,9,1
3 PARKER HILL 02120,15,2
3 PRESCOTT 02128,1,1
3 PRINCE 02113,1,2
3 SAINT CHARLES 02116,5,5
3 STILLMAN 02113,4,4
3 SUTTON 02126,2,2
3 WADSWORTH 02134,6,1
3 WOODBINE 02119,9,1
30 ASHFORD 02134,28,1
30 CLEVELAND 02136,3,3
30 COPELAND 02119,2,5
30 CREIGHTON 02130,4,1
30 DUNREATH 02119,3,1
30 FLORIDA 02124,5,3
30 GASTON 02121,3,2
30 GLOUCESTER 02115,4,9
30 GRANFIELD 02131,3,1
30 HANCOCK 02114,2,4
30 HATHERLY 02135,2,1
30 HOWLAND 02121,2,1
30 LONGFELLOW 02122,1,1
30 MYRICK 02134,4,3
30 NEPONSET 02122,1,1
30 NEWPORT 02125,2,1
30 POLK 02129,5,3
30 REEDSDALE 02134,19,3
30 ROCKINGHAM 02132,3,1
30 SEFTON 02136,1,1
30 TRAIN 02122,3,1
30 WALLINGFORD 02135,2,1
30 WORCESTER 02118,10,1
300 COMMERCIAL 02109,5,1
300 LONGWOOD 02115,1,2
300 MERIDIAN 02128,5,3
301 ASHMONT 02124,2,2
301 MARLBOROUGH 02116,5,2
301 NEWBURY 02115,7,1
303 SARATOGA 02128,2,1
304 SHAWMUT 02118,3,1
306 COMMONWEALTH 02115,1,4
308 CENTRE 02130,8,1
308 HUNTINGTON 02136,1,1
308 SARATOGA 02128,1,3
308 SHAWMUT 02118,2,3
31 BURBANK 02115,4,1
31 CONCORD 02118,1,1
31 CRAWFORD 02121,1,1
31 DELLE 02120,3,1
31 DUNREATH 02119,2,1
31 GARDNER 02134,76,1
31 GROVE 02114,4,2
31 HANSON 02118,2,1
31 HASKELL 02134,1,2
31 HENDRY 02122,2,1
31 HIGHLAND PARK 02119,1,1
31 IROQUOIS 02120,2,1
31 JACOB 02124,1,1
31 LINDSEY 02124,1,1
31 MILLMONT 02119,1,1
31 NAZING 02121,1,4
31 PINCKNEY 02114,3,4
31 QUEENSBERRY 02215,52,1
31 QUINT 02134,8,2
31 SACKVILLE 02129,2,1
31 SAINT LUKES 02134,26,3
31 SEATTLE 02134,2,3
31 THACHER 02113,1,1
31 THORNTON 02119,4,1
31 WAUMBECK 02121,3,1
31 WAVERLY 02119,1,1
31 WORCESTER 02118,1,1
311 FOSTER 02135,28,2
3115 WASHINGTON 02119,2,8
312 MERIDIAN 02128,2,1
312 SPRING 02132,1,2
312 WARREN 02119,2,4
313 CAMBRIDGE 02114,1,2
314 CENTRE 02130,5,1
3141 WASHINGTON 02130,12,2
315 MERIDIAN 02128,2,2
3151 WASHINGTON 02130,7,2
316 BELGRADE 02131,2,1
316 CENTRE 02130,2,1
316 SUMMIT 02135,13,1
317 BELGRADE 02131,7,1
317 MERIDIAN 02128,7,1
317 WOOD 02136,1,2
318 PRINCETON 02128,4,3
318 SUMMIT 02135,37,1
319 A 02210,3,1
32 ASHFORD 02134,10,1
32 CHARLOTTE 02121,2,3
32 CHARTER 02113,3,1
32 CHESTER 02134,68,1
32 CRAWFORD 02121,1,2
32 DECKARD 02121,2,1
32 DERNE 02114,2,1
32 FAIRFIELD 02116,1,1
32 FISHER 02120,27,1
32 GRANFIELD 02131,1,2
32 HANCOCK 02114,1,2
32 IRVING 02114,2,2
32 LEAMINGTON 02135,2,1
32 PARKER 02129,2,1
32 QUEENSBERRY 02215,7,1
32 REEDSDALE 02134,37,2
32 SYMPHONY 02115,44,1
32 WARWICK 02120,12,1
32 WASHBURN 02125,1,1
32 WOODFORD 02125,1,1
32 WORCESTER 02118,15,1
320 BLUE HILL 02121,2,7
320 D 02127,55,3
320 PRINCETON 02128,2,2
322 BLUE HILL 02121,1,7
324 CHELSEA 02128,1,2
324 DORCHESTER 02127,1,1
325 BEACON 02116,3,1
325 COLUMBUS 02116,10,1
325 DORCHESTER 02127,2,1
325 SAVIN HILL 02125,2,1
327 HUNTINGTON 02115,98,1
328 CHELSEA 02128,1,3
328 LAGRANGE 02132,3,1
329 COMMONWEALTH 02115,6,2
33 ADAMSON 02134,1,1
33 ALGONQUIN 02124,1,1
33 BICKNELL 02121,1,1
33 CHARTER 02113,1,2
33 MYRTLE 02114,1,1
33 NEPONSET 02122,1,1
33 OAK 02111,32,1
33 PRATT 02134,45,3
33 ROBINSON 02122,1,4
33 SHANNON 02135,5,1
33 VAUGHAN 02121,1,1
33 WILTSHIRE 02135,4,1
33 WOOD 02136,3,2
330 BOWDOIN 02122,3,1
330 CHELSEA 02128,1,4
331 SEAVER 02121,4,1
332 CENTRE 02122,2,1
333 MASSACHUSETTS 02115,6,2
334 BEACON 02116,3,1
334 CENTRE 02122,1,1
334 CENTRE 02130,2,1
334 MASSACHUSETTS 02115,1,1
335 CENTRE 02130,1,1
335 WASHINGTON 02135,7,1
336 E 02127,1,2
336 TALBOT 02124,3,4
337 CHELSEA 02128,1,1
339 BOWDOIN 02122,2,1
34 ALLSTON 02129,1,2
34 ASHFORD 02134,10,2
34 CHEROKEE 02120,25,1
34 EVERGREEN 02130,1,1
34 FISHER 02120,3,1
34 HUTCHINGS 02121,3,1
34 MIAMI 02132,2,3
34 MIDLAND 02125,2,2
34 RUTLAND 02118,1,2
34 SCHUYLER 02121,1,1
34 SHELBY 02128,1,1
34 SPARHAWK 02135,2,1
34 STANLEY 02125,1,1
34 TREMONT 02129,1,1
34 WHITING 02119,19,1
340 MARKET 02135,1,2
340 SARATOGA 02128,1,1
3411 WASHINGTON 02130,6,2
342 COMMONWEALTH 02115,9,1
342 HANOVER 02113,3,1
342 PRINCETON 02128,3,1
344 BOWDOIN 02122,7,2
344 COMMONWEALTH 02115,4,1
344 HANOVER 02113,2,1
344 SARATOGA 02128,12,2
345 CENTRE 02130,6,1
345 MARKET 02135,2,1
345 WASHINGTON 02121,2,1
346 CONGRESS 02210,8,3
346 GENEVA 02122,2,1
346 SARATOGA 02128,1,1
347 PRINCETON 02128,1,1
348 SUMNER 02128,1,1
349 DUDLEY 02119,1,2
349 MARKET 02135,1,2
35 ADAMSON 02134,7,1
35 BELLVISTA 02135,23,1
35 BELNEL 02126,1,1
35 BULLARD 02121,1,1
35 CALUMET 02120,17,2
35 CHARTER 02113,9,1
35 CHESTNUT HILL 02135,1,3
35 CHICKATAWBUT 02122,1,1
35 CRANSTON 02130,2,2
35 DACIA 02125,1,1
35 FORT 02119,8,1
35 FOX 02122,1,1
35 HIGGINS 02134,8,1
35 LOMASNEY 02114,93,3
35 MOSELEY 02125,1,1
35 MOUNT EVERETT 02125,2,1
35 MYRTLE 02114,18,4
35 NAZING 02121,1,1
35 NORTHAMPTON 02118,6,5
35 PARKTON 02130,5,1
35 PARSONS 02135,3,3
35 QUEENSBERRY 02215,28,1
35 RUTLAND 02118,2,1
35 SHEFFIELD 02131,2,1
35 VIRGINIA 02125,1,1
35 WALLINGFORD 02135,2,1
35 WAVERLY 02135,2,3
35 WEBSTER 02128,2,1
350 GALLIVAN 02124,2,3
351 CENTRE 02130,7,1
351 DORCHESTER 02127,3,1
351 MASSACHUSETTS 02115,3,1
352 CHELSEA 02128,1,1
352 RIVERWAY 02120,2,1
353 COMMONWEALTH 02115,8,4
353 SUMNER 02128,1,1
3531 WASHINGTON 02130,22,1
354 SUMNER 02128,4,2
355 CONGRESS 02210,2,1
357 COMMERCIAL 02109,13,1
357 HANOVER 02113,1,1
358 CENTRE 02130,4,1
36 A 02127,1,4
36 BEACON 02108,5,1
36 BELLVISTA 02135,15,1
36 CLAREMONT 02118,9,1
36 CODMAN HILL 02124,2,2
36 DIGHTON 02135,16,1
36 ELM HILL 02121,2,4
36 GORDON 02134,3,1
36 HIGH 02129,1,1
36 HULL 02113,1,1
36 JOY 02114,3,1
36 LEWIS 02113,2,3
36 MCLELLAN 02121,3,1
36 MOZART 02130,17,1
36 MYRTLE 02114,15,1
36 PARIS 02128,1,1
36 ROBINSON 02122,1,7
36 SHEAFE 02113,1,1
36 SYMPHONY 02115,52,2
36 THOMAS 02127,2,2
36 WHITE 02128,1,1
36 WILDWOOD 02124,2,1
361 BEACON 02116,1,1
361 NEPONSET 02122,1,1
363 BEACON 02116,8,1
363 SUMNER 02128,2,1
364 COLUMBUS 02116,1,1
364 RIVERWAY 02115,46,1
365 BEACON 02116,10,2
365 FANEUIL 02135,10,1
365 K 02127,2,1
365 MARLBOROUGH 02115,1,1
365 SUMNER 02128,3,6
367 BLUE HILL 02121,1,1
367 E 02127,1,1
367 SUMNER 02128,1,1
369 SAVIN HILL 02125,8,1
37 ARDEN 02134,3,2
37 BAY STATE 02215,4,1
37 BEACON 02108,1,7
37 BEACON 02134,1,2
37 BENNINGTON 02128,8,3
37 CALUMET 02120,12,1
37 COOPER 02113,21,2
37 CUNARD 02120,14,1
37 DACIA 02125,1,1
37 DIX 02122,2,1
37 FOREST 02119,6,2
37 GARDEN 02114,7,4
37 IROQUOIS 02120,12,1
37 JOY 02114,16,3
37 LITCHFIELD 02135,1,1
37 MAVERICK 02128,1,1
37 NEPONSET 02122,2,1
37 OAK SQUARE 02135,6,1
37 REVERE 02114,8,1
37 SCHOOL 02129,1,1
37 WARNER 02124,1,1
37 WEYMOUTH 02132,1,1
37 WORCESTER 02118,1,1
370 CENTRE 02130,2,1
370 CHESTNUT HILL 02135,32,1
370 MARLBOROUGH 02115,5,3
370 MERIDIAN 02128,1,1
373 COMMONWEALTH 02115,21,1
374 BOWDOIN 02122,1,1
374 MARLBOROUGH 02115,1,1
375 BUNKER HILL 02129,2,1
375 MARKET 02135,39,1
375 WILLIAM T MORRISSEY 02125,2,1
376 CENTRE 02122,1,4
376 COLUMBUS 02116,1,1
376 MARLBOROUGH 02115,7,2
378 MARLBOROUGH 02115,3,2
378 RIVERWAY 02115,4,1
379 MAVERICK 02128,2,3
38 BELLEVUE 02125,3,2
38 BOSTON 02127,2,1
38 BRADFORD 02118,4,1
38 BRECK 02135,3,1
38 CHARTER 02113,3,1
38 CHEROKEE 02120,20,1
38 DUDLEY 02119,7,4
38 EAST 02122,3,1
38 EDGEWOOD 02119,35,2
38 FENTON 02122,10,2
38 FORDHAM 02134,47,1
38 GARDNER 02134,16,3
38 GRANGER 02122,2,2
38 LYON 02122,5,1
38 SHEAFE 02113,1,1
38 STANLEY 02125,4,1
38 TREMLETT 02124,1,1
38 WAYNE 02121,1,1
38 WHITE 02128,2,6
38 WHITING 02119,1,2
380 TALBOT 02124,7,1
385 MERIDIAN 02128,1,1
386 MARKET 02135,10,1
386 RIVERWAY 02115,7,1
388 MARLBOROUGH 02115,5,1
389 ADAMS 02122,1,1
3899 WASHINGTON 02131,8,1
39 BAY STATE 02215,44,1
39 CALUMET 02120,8,1
39 CHELSEA 02128,2,3
39 COPELAND 02119,2,1
39 CUNARD 02120,20,1
39 DALTON 02199,2,2
39 DELLE 02120,3,1
39 DRAPER 02122,1,1
39 EDWIN 02124,2,1
39 GLEN 02130,18,1
39 HIGH 02129,1,2
39 KINGSTON 02111,2,1
39 MAGAZINE 02119,2,4
39 MIDDLE 02127,1,2
39 MILLMONT 02119,35,2
39 MOUNT EVERETT 02125,2,2
39 MOZART 02130,1,2
39 NOTTINGHILL 02135,7,1
39 PARK VALE 02134,13,1
39 PRATT 02134,48,2
39 SALMAN 02132,1,1
39 SALUTATION 02109,1,1
39 SNOW 02135,5,1
39 SUDAN 02125,2,1
